ontology	disorder_name	disease_term_id	source_file	term_id	term_label	score	direct_score	propagated_score	specificity	is_direct	best_source_term_id	best_source_term_label	best_source_path_score	best_source_path	best_path_hops	best_path_is_a_hops	best_path_develops_from_hops	best_path_part_of_hops	supporting_source_term_ids	supporting_source_term_labels	supporting_source_node_names
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0009063	amino acid catabolic process	0.363552	0.000000	0.627308	0.579543	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0046395	carboxylic acid catabolic process	0.360796	0.000000	0.750224	0.480917	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:1901606	alpha-amino acid catabolic process	0.296010	0.000000	0.490000	0.604103	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550	L-isoleucine catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0031667	response to nutrient levels	0.284297	0.000000	0.344615	0.824968	false	GO:0042594	response to starvation	0.700000	is_a	1	1	0	0	GO:0042594	response to starvation	Stress-sensitive metabolic decompensation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0016054	organic acid catabolic process	0.283699	0.000000	0.589912	0.480917	false	GO:0006550	L-isoleucine catabolic process	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0170033	L-amino acid metabolic process	0.268819	0.000000	0.490000	0.548610	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550	L-isoleucine catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0034440	lipid oxidation	0.267875	0.000000	0.471154	0.568551	false	GO:0006635	fatty acid beta-oxidation	0.490000	is_a > is_a	2	2	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0170039	proteinogenic amino acid metabolic process	0.264357	0.000000	0.490000	0.539504	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550	L-isoleucine catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0072329	monocarboxylic acid catabolic process	0.258480	0.000000	0.471154	0.548610	false	GO:0006635	fatty acid beta-oxidation	0.490000	is_a > is_a	2	2	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:1901605	alpha-amino acid metabolic process	0.256132	0.000000	0.490000	0.522717	false	GO:0006550	L-isoleucine catabolic process	0.490000	is_a > is_a	2	2	0	0	GO:0006550	L-isoleucine catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0006631	fatty acid metabolic process	0.246280	0.000000	0.471154	0.522717	false	GO:0006635	fatty acid beta-oxidation	0.490000	is_a > is_a	2	2	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0016042	lipid catabolic process	0.242618	0.000000	0.471154	0.514944	false	GO:0006635	fatty acid beta-oxidation	0.490000	is_a > is_a	2	2	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0006520	amino acid metabolic process	0.240386	0.000000	0.466819	0.514944	false	GO:0006550	L-isoleucine catabolic process	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006550|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process	Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0019752	carboxylic acid metabolic process	0.230076	0.000000	0.589912	0.390018	false	GO:0006550	L-isoleucine catabolic process	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0044282	small molecule catabolic process	0.214947	0.000000	0.446952	0.480917	false	GO:0006550	L-isoleucine catabolic process	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0009056	catabolic process	0.206210	0.000000	0.642666	0.320866	false	GO:0006550	L-isoleucine catabolic process	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0030258	lipid modification	0.187513	0.000000	0.329808	0.568551	false	GO:0006635	fatty acid beta-oxidation	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0006082	organic acid metabolic process	0.174319	0.000000	0.446952	0.390018	false	GO:0006550	L-isoleucine catabolic process	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0043436	oxoacid metabolic process	0.174319	0.000000	0.446952	0.390018	false	GO:0006550	L-isoleucine catabolic process	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0032787	monocarboxylic acid metabolic process	0.152872	0.000000	0.329808	0.463520	false	GO:0006635	fatty acid beta-oxidation	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0006629	lipid metabolic process	0.133411	0.000000	0.329808	0.404511	false	GO:0006635	fatty acid beta-oxidation	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006635	fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0044281	small molecule metabolic process	0.113976	0.000000	0.330316	0.345052	false	GO:0006550	L-isoleucine catabolic process	0.168070	is_a > is_a > is_a > is_a > is_a	5	5	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0044238	primary metabolic process	0.096288	0.000000	0.492639	0.195453	false	GO:0006550	L-isoleucine catabolic process	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0008152	metabolic process	0.070746	0.000000	0.492639	0.143606	false	GO:0006550	L-isoleucine catabolic process	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0006950	response to stress	0.052359	0.000000	0.344615	0.151934	false	GO:0042594	response to starvation	0.700000	is_a	1	1	0	0	GO:0042594	response to starvation	Stress-sensitive metabolic decompensation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0050896	response to stimulus	0.015656	0.000000	0.241231	0.064899	false	GO:0042594	response to starvation	0.490000	is_a > is_a	2	2	0	0	GO:0042594	response to starvation	Stress-sensitive metabolic decompensation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0009987	cellular process	0.011633	0.000000	0.366925	0.031705	false	GO:0006550	L-isoleucine catabolic process	0.168070	is_a > is_a > is_a > is_a > is_a	5	5	0	0	GO:0006550|GO:0006635|GO:0009083	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation
go	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	2-Methylbutyryl-CoA_Dehydrogenase_Deficiency.yaml	GO:0008150	biological_process	0.007335	0.000000	0.391647	0.018728	false	GO:0042594	response to starvation	0.343000	is_a > is_a > is_a	3	3	0	0	GO:0006550|GO:0006635|GO:0009083|GO:0042594	L-isoleucine catabolic process|branched-chain amino acid catabolic process|fatty acid beta-oxidation|response to starvation	ACAD substrate promiscuity and compensatory enzymology|Impaired isoleucine catabolism via SBCAD loss-of-function|Metabolic rerouting via the R-pathway of isoleucine oxidation|Stress-sensitive metabolic decompensation
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048538	thymus development	1.000000	1.000000	1.000000	1.000000	true	GO:0048538	thymus development	1.000000	self	0	0	0	0	GO:0048538	thymus development	Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0060017	parathyroid gland development	1.000000	1.000000	1.000000	1.000000	true	GO:0060017	parathyroid gland development	1.000000	self	0	0	0	0	GO:0060017	parathyroid gland development	Parathyroid hypoplasia and hypocalcemia
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0060037	pharyngeal system development	1.000000	1.000000	1.000000	1.000000	true	GO:0060037	pharyngeal system development	1.000000	self	0	0	0	0	GO:0060037	pharyngeal system development	TBX1 haploinsufficiency and pharyngeal arch development
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048732	gland development	0.750721	0.000000	0.910000	0.824968	false	GO:0060017	parathyroid gland development	0.700000	is_a	1	1	0	0	GO:0048538|GO:0060017	parathyroid gland development|thymus development	Parathyroid hypoplasia and hypocalcemia|Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048534	hematopoietic or lymphoid organ development	0.700000	0.000000	0.700000	1.000000	false	GO:0048538	thymus development	0.700000	is_a	1	1	0	0	GO:0048538	thymus development	Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0003151	outflow tract morphogenesis	0.562500	0.500000	0.562500	1.000000	true	GO:0003151	outflow tract morphogenesis	1.000000	self	0	0	0	0	GO:0003151|GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.500000	0.500000	0.500000	1.000000	true	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	1.000000	self	0	0	0	0	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0035270	endocrine system development	0.500000	0.000000	0.500000	1.000000	false	GO:0060017	parathyroid gland development	0.500000	part_of	1	0	0	1	GO:0060017	parathyroid gland development	Parathyroid hypoplasia and hypocalcemia
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0043009	chordate embryonic development	0.444784	0.000000	0.500000	0.889567	false	GO:0060037	pharyngeal system development	0.500000	part_of	1	0	0	1	GO:0060037	pharyngeal system development	TBX1 haploinsufficiency and pharyngeal arch development
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0009792	embryo development ending in birth or egg hatching	0.311349	0.000000	0.350000	0.889567	false	GO:0060037	pharyngeal system development	0.350000	part_of > is_a	2	1	0	1	GO:0060037	pharyngeal system development	TBX1 haploinsufficiency and pharyngeal arch development
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0060973	cell migration involved in heart development	0.311349	0.000000	0.350000	0.889567	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.700000	is_a	1	1	0	0	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0001755	neural crest cell migration	0.272697	0.000000	0.350000	0.779134	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.700000	is_a	1	1	0	0	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0002520	immune system development	0.250087	0.000000	0.350000	0.714535	false	GO:0048538	thymus development	0.350000	is_a > part_of	2	1	0	1	GO:0048538	thymus development	Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	0.250000	0.000000	0.250000	1.000000	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.500000	part_of	1	0	0	1	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048513	animal organ development	0.232832	0.000000	0.791733	0.294079	false	GO:0060017	parathyroid gland development	0.490000	is_a > is_a	2	2	0	0	GO:0003151|GO:0003253|GO:0048538|GO:0060017	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis|parathyroid gland development|thymus development	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0003007	heart morphogenesis	0.231306	0.000000	0.296875	0.779134	false	GO:0003151	outflow tract morphogenesis	0.500000	part_of	1	0	0	1	GO:0003151|GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048731	system development	0.216677	0.000000	0.867839	0.249674	false	GO:0060037	pharyngeal system development	0.700000	is_a	1	1	0	0	GO:0003151|GO:0003253|GO:0048538|GO:0060017|GO:0060037	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis|parathyroid gland development|pharyngeal system development|thymus development	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0007507	heart development	0.198730	0.000000	0.278125	0.714535	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.350000	is_a > part_of	2	1	0	1	GO:0003151|GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0090497	mesenchymal cell migration	0.190888	0.000000	0.245000	0.779134	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.490000	is_a > is_a	2	2	0	0	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0009790	embryo development	0.159234	0.000000	0.245000	0.649936	false	GO:0060037	pharyngeal system development	0.245000	part_of > is_a > is_a	3	2	0	1	GO:0060037	pharyngeal system development	TBX1 haploinsufficiency and pharyngeal arch development
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0061308	cardiac neural crest cell development involved in heart development	0.155674	0.000000	0.175000	0.889567	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.350000	part_of > is_a	2	1	0	1	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0048856	anatomical structure development	0.155547	0.000000	0.833957	0.186517	false	GO:0060037	pharyngeal system development	0.490000	is_a > is_a	2	2	0	0	GO:0003151|GO:0003253|GO:0048538|GO:0060017|GO:0060037	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis|parathyroid gland development|pharyngeal system development|thymus development	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0014032	neural crest cell development	0.136349	0.000000	0.175000	0.779134	false	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	0.350000	is_a > part_of	2	1	0	1	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	Cardiac neural crest migration defect
go	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	GO:0007275	multicellular organism development	0.134389	0.000000	0.553830	0.242654	false	GO:0060037	pharyngeal system development	0.350000	is_a > part_of	2	1	0	1	GO:0003151|GO:0003253|GO:0048538|GO:0060017|GO:0060037	cardiac neural crest cell migration involved in outflow tract morphogenesis|outflow tract morphogenesis|parathyroid gland development|pharyngeal system development|thymus development	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
