ontology	disorder_name	disease_term_id	source_file	term_id	term_label	score	direct_score	propagated_score	specificity	is_direct	best_source_term_id	best_source_term_label	best_source_path_score	best_source_path	best_path_hops	best_path_is_a_hops	best_path_develops_from_hops	best_path_part_of_hops	supporting_source_term_ids	supporting_source_term_labels	supporting_source_node_names
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0015203	non-connected functional system	0.143265	0.000000	0.509250	0.281326	false	UBERON:0002370	thymus	0.350000	part_of > is_a	2	1	0	1	UBERON:0001132|UBERON:0002370	parathyroid gland|thymus	Parathyroid hypoplasia and hypocalcemia|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0015410	heart plus pericardium	0.139567	0.000000	0.250000	0.558269	false	UBERON:0004145	outflow tract	0.250000	part_of > part_of	2	0	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0015228	circulatory organ	0.136776	0.000000	0.245000	0.558269	false	UBERON:0004145	outflow tract	0.245000	part_of > is_a > is_a	3	2	0	1	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0034944	zone of organ	0.136776	0.000000	0.245000	0.558269	false	UBERON:0002539	pharyngeal arch	0.490000	is_a > is_a	2	2	0	0	UBERON:0002539	pharyngeal arch	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000481	multi-tissue structure	0.124550	0.000000	0.350000	0.355858	false	UBERON:0002539	pharyngeal arch	0.700000	is_a	1	1	0	0	UBERON:0002539	pharyngeal arch	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0001041	foregut	0.122363	0.000000	0.177344	0.689976	false	UBERON:0007124	pharyngeal pouch 3	0.245000	is_a > is_a > part_of	3	2	0	1	UBERON:0002539|UBERON:0007124	pharyngeal arch|pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000475	organism subdivision	0.109211	0.000000	0.478535	0.228220	false	UBERON:0002370	thymus	0.350000	part_of > is_a	2	1	0	1	UBERON:0002370|UBERON:0002539|UBERON:0004145	outflow tract|pharyngeal arch|thymus	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0010000	multicellular anatomical structure	0.107592	0.000000	0.830840	0.129498	false	UBERON:0004145	outflow tract	0.490000	is_a > is_a	2	2	0	0	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0003929	digestive tract epithelium	0.106793	0.000000	0.120050	0.889567	false	UBERON:0007124	pharyngeal pouch 3	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	UBERON:0007124	pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000061	anatomical structure	0.104534	0.000000	0.807226	0.129498	false	UBERON:0002370	thymus	0.490000	is_a > is_a	2	2	0	0	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000062	organ	0.103570	0.000000	0.751531	0.137812	false	UBERON:0002370	thymus	0.490000	is_a > is_a	2	2	0	0	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0034923	disconnected anatomical group	0.097385	0.000000	0.374482	0.260052	false	UBERON:0002370	thymus	0.245000	part_of > is_a > is_a	3	2	0	1	UBERON:0001132|UBERON:0002370	parathyroid gland|thymus	Parathyroid hypoplasia and hypocalcemia|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000465	material anatomical entity	0.088022	0.000000	0.679720	0.129498	false	UBERON:0002370	thymus	0.343000	is_a > is_a > is_a	3	3	0	0	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000483	epithelium	0.084664	0.000000	0.171500	0.493670	false	UBERON:0007124	pharyngeal pouch 3	0.343000	is_a > is_a > is_a	3	3	0	0	UBERON:0007124	pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0005178	thoracic cavity element	0.081116	0.000000	0.175000	0.463520	false	UBERON:0004145	outflow tract	0.175000	part_of > part_of > is_a	3	1	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000915	thoracic segment of trunk	0.080171	0.000000	0.175000	0.458118	false	UBERON:0004145	outflow tract	0.175000	part_of > is_a > part_of	3	1	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0007811	craniocervical region	0.079257	0.000000	0.175000	0.452894	false	UBERON:0002539	pharyngeal arch	0.350000	part_of > is_a	2	1	0	1	UBERON:0002539	pharyngeal arch	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000467	anatomical system	0.070602	0.000000	0.539546	0.130854	false	UBERON:0002370	thymus	0.350000	part_of > is_a	2	1	0	1	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0001062	anatomical entity	0.069058	0.000000	0.533277	0.129498	false	UBERON:0002370	thymus	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0005177	trunk region element	0.068925	0.000000	0.245000	0.281326	false	UBERON:0004145	outflow tract	0.245000	part_of > is_a > is_a	3	2	0	1	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0003103	compound organ	0.058295	0.000000	0.171500	0.339912	false	UBERON:0004145	outflow tract	0.171500	part_of > is_a > is_a > is_a	4	3	0	1	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000479	tissue	0.057865	0.000000	0.171500	0.337403	false	UBERON:0007124	pharyngeal pouch 3	0.343000	is_a > is_a > is_a	3	3	0	0	UBERON:0007124	pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0004535	cardiovascular system	0.057265	0.000000	0.125000	0.458118	false	UBERON:0004145	outflow tract	0.125000	part_of > part_of > part_of	3	0	0	3	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0001009	circulatory system	0.056120	0.000000	0.122500	0.458118	false	UBERON:0004145	outflow tract	0.122500	part_of > is_a > is_a > part_of	4	2	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000468	multicellular organism	0.054710	0.000000	0.422476	0.129498	false	UBERON:0002370	thymus	0.175000	part_of > is_a > part_of	3	1	0	2	UBERON:0001132|UBERON:0002370|UBERON:0002539|UBERON:0004145|UBERON:0007124	outflow tract|parathyroid gland|pharyngeal arch|pharyngeal pouch 3|thymus	Cardiac neural crest migration defect|Parathyroid hypoplasia and hypocalcemia|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0004921	subdivision of digestive tract	0.051349	0.000000	0.125748	0.408351	false	UBERON:0007124	pharyngeal pouch 3	0.171500	is_a > is_a > part_of > is_a	4	3	0	1	UBERON:0002539|UBERON:0007124	pharyngeal arch|pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0002075	viscus	0.050505	0.000000	0.122500	0.412285	false	UBERON:0004145	outflow tract	0.122500	part_of > part_of > is_a > is_a	4	2	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0000064	organ part	0.043647	0.000000	0.206311	0.211560	false	UBERON:0002539	pharyngeal arch	0.343000	is_a > is_a > is_a	3	3	0	0	UBERON:0002539|UBERON:0007124	pharyngeal arch|pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0009569	subdivision of trunk	0.034678	0.000000	0.122500	0.283087	false	UBERON:0004145	outflow tract	0.122500	part_of > is_a > part_of > is_a	4	2	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0013702	body proper	0.034404	0.000000	0.143391	0.239931	false	UBERON:0002539	pharyngeal arch	0.175000	part_of > is_a > part_of	3	1	0	2	UBERON:0002539|UBERON:0004145	outflow tract|pharyngeal arch	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0002100	trunk	0.034038	0.000000	0.122500	0.277863	false	UBERON:0004145	outflow tract	0.122500	part_of > is_a > is_a > part_of	4	2	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0001555	digestive tract	0.032908	0.000000	0.080587	0.408351	false	UBERON:0007124	pharyngeal pouch 3	0.120050	is_a > is_a > is_a > is_a > part_of	5	4	0	1	UBERON:0002539|UBERON:0007124	pharyngeal arch|pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0013522	subdivision of tube	0.029746	0.000000	0.088812	0.334933	false	UBERON:0007124	pharyngeal pouch 3	0.120050	is_a > is_a > part_of > is_a > is_a	5	4	0	1	UBERON:0002539|UBERON:0007124	pharyngeal arch|pharyngeal pouch 3	TBX1 haploinsufficiency and pharyngeal arch development
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0011676	subdivision of organism along main body axis	0.029558	0.000000	0.122500	0.241287	false	UBERON:0004145	outflow tract	0.122500	part_of > is_a > part_of > is_a	4	2	0	2	UBERON:0004145	outflow tract	Cardiac neural crest migration defect
anatomy	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	UBERON:0013701	main body axis	0.024550	0.000000	0.102320	0.239931	false	UBERON:0004145	outflow tract	0.061250	part_of > is_a > part_of > is_a > part_of	5	2	0	3	UBERON:0002539|UBERON:0004145	outflow tract|pharyngeal arch	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development
